Suburb,Type,Bedroom2,Bathroom,Landsize,Price
Carnegie,h,2.0,1.0,640.0,1300000.0
Carnegie,h,2.0,2.0,817.0,1716000.0
Carnegie,h,3.0,1.0,184.0,1050000.0
Carnegie,h,3.0,1.0,299.0,967500.0
Carnegie,h,3.0,1.0,376.0,1252000.0
Carnegie,h,3.0,1.0,425.0,1295000.0
Carnegie,h,3.0,1.0,485.0,1370000.0
Carnegie,h,3.0,1.0,586.0,950000.0
Carnegie,h,3.0,1.0,604.0,1125000.0
Carnegie,h,3.0,1.0,620.0,1287000.0
Carnegie,h,3.0,1.0,684.0,1530000.0
Carnegie,h,3.0,1.0,720.0,1910000.0
Carnegie,h,3.0,1.0,808.0,1620000.0
Carnegie,h,3.0,2.0,0.0,990000.0
Carnegie,h,3.0,2.0,282.0,1360000.0
Carnegie,h,3.0,2.0,338.0,1508000.0
Carnegie,h,3.0,2.0,371.0,1490000.0
Carnegie,h,3.0,2.0,390.0,1000000.0
Carnegie,h,3.0,2.0,430.0,1435000.0
Carnegie,h,3.0,2.0,483.0,1840000.0
Carnegie,h,3.0,2.0,515.0,1200000.0
Carnegie,h,3.0,2.0,554.0,1420000.0
Carnegie,h,3.0,2.0,557.0,1550000.0
Carnegie,h,3.0,2.0,560.0,1510000.0
Carnegie,h,3.0,2.0,585.0,1390000.0
Carnegie,h,3.0,2.0,588.0,1200000.0
Carnegie,h,3.0,2.0,598.0,1501000.0
Carnegie,h,3.0,2.0,602.0,1570000.0
Carnegie,h,3.0,2.0,603.0,1465000.0
Carnegie,h,3.0,2.0,621.0,1450000.0
Carnegie,h,3.0,2.0,687.0,1830000.0
Carnegie,h,3.0,2.0,721.0,1646000.0
Carnegie,h,3.0,2.0,818.0,1400000.0
Carnegie,h,3.0,2.0,932.0,1880000.0
Carnegie,h,3.0,3.0,454.0,1518000.0
Carnegie,h,4.0,2.0,365.0,1275000.0
Carnegie,h,4.0,2.0,366.0,1802100.0
Carnegie,h,4.0,2.0,557.0,1450000.0
Carnegie,h,4.0,2.0,561.0,1506000.0
Carnegie,h,4.0,2.0,595.0,1655000.0
Carnegie,h,4.0,2.0,608.0,1455000.0
Carnegie,h,4.0,2.0,615.0,1667000.0
Carnegie,h,4.0,2.0,627.0,1966000.0
Carnegie,h,4.0,2.0,751.0,1600000.0
Carnegie,h,4.0,2.0,757.0,1550000.0
Carnegie,h,4.0,3.0,650.0,1410000.0
Carnegie,h,4.0,3.0,838.0,1423000.0
Carnegie,h,5.0,3.0,564.0,1900000.0
Carnegie,t,2.0,1.0,144.0,707000.0
Carnegie,t,2.0,1.0,158.0,855000.0
Carnegie,t,2.0,1.0,292.0,817500.0
Carnegie,t,2.0,2.0,106.0,700000.0
Carnegie,t,2.0,2.0,117.0,850000.0
Carnegie,t,2.0,2.0,133.0,795000.0
Carnegie,t,2.0,2.0,166.0,930000.0
Carnegie,t,3.0,1.0,111.0,808000.0
Carnegie,t,3.0,1.0,277.0,860000.0
Carnegie,t,3.0,2.0,0.0,675000.0
Carnegie,t,3.0,2.0,325.0,970000.0
Carnegie,t,3.0,2.0,1113.0,860000.0
Carnegie,t,4.0,2.0,273.0,1201000.0
Carnegie,t,4.0,3.0,305.0,1100000.0
Carnegie,t,4.0,3.0,326.0,1250000.0
Carnegie,u,1.0,1.0,0.0,317500.0
Carnegie,u,1.0,1.0,60.0,346000.0
Carnegie,u,1.0,1.0,314.0,286000.0
Carnegie,u,1.0,1.0,1978.0,316000.0
Carnegie,u,1.0,1.0,2048.0,381000.0
Carnegie,u,2.0,1.0,0.0,487500.0
Carnegie,u,2.0,1.0,2.0,603000.0
Carnegie,u,2.0,1.0,73.0,600000.0
Carnegie,u,2.0,1.0,78.0,625000.0
Carnegie,u,2.0,1.0,99.0,632500.0
Carnegie,u,2.0,1.0,103.0,656000.0
Carnegie,u,2.0,1.0,108.0,585000.0
Carnegie,u,2.0,1.0,109.0,545000.0
Carnegie,u,2.0,1.0,132.0,601000.0
Carnegie,u,2.0,1.0,133.0,588000.0
Carnegie,u,2.0,1.0,134.0,765000.0
Carnegie,u,2.0,1.0,145.0,680000.0
Carnegie,u,2.0,1.0,158.0,620000.0
Carnegie,u,2.0,1.0,165.0,737000.0
Carnegie,u,2.0,1.0,174.0,650000.0
Carnegie,u,2.0,1.0,333.0,983500.0
Carnegie,u,2.0,1.0,830.0,480000.0
Carnegie,u,2.0,1.0,898.0,586000.0
Carnegie,u,2.0,1.0,912.0,468250.0
Carnegie,u,2.0,1.0,967.0,405000.0
Carnegie,u,2.0,1.0,2048.0,430000.0
Carnegie,u,2.0,2.0,0.0,688000.0
Carnegie,u,3.0,1.0,0.0,711250.0
Carnegie,u,3.0,1.0,1103.0,945000.0
Carnegie,u,3.0,2.0,0.0,1042000.0
Carnegie,u,3.0,2.0,259.0,1151000.0
Carnegie,u,3.0,2.0,271.0,1105000.0
Carnegie,u,3.0,2.0,283.0,920000.0
Carnegie,u,3.0,2.0,300.0,1008000.0
Carnegie,u,3.0,2.0,750.0,1275000.0
Carnegie,u,4.0,2.0,0.0,662000.0
Caroline Springs,h,3.0,1.0,238.0,646000.0
Caroline Springs,h,3.0,1.0,400.0,525000.0
Caroline Springs,h,3.0,1.0,406.0,600000.0
Caroline Springs,h,3.0,2.0,301.0,545000.0
Caroline Springs,h,3.0,2.0,308.0,518000.0
Caroline Springs,h,3.0,2.0,660.0,700000.0
Caroline Springs,h,4.0,2.0,463.0,870000.0
Caroline Springs,h,4.0,2.0,750.0,740000.0
Caroline Springs,h,5.0,5.0,688.0,1150000.0
Caroline Springs,t,3.0,1.0,0.0,360000.0
Caroline Springs,t,3.0,2.0,194.0,430000.0
Carrum,h,3.0,1.0,538.0,881000.0
Carrum,h,3.0,2.0,355.0,825000.0
Carrum,h,3.0,2.0,379.0,625000.0
Carrum,h,4.0,1.0,1000.0,965000.0
Carrum,h,4.0,2.0,633.0,845000.0
Carrum,t,2.0,1.0,198.0,495000.0
Carrum,u,2.0,1.0,199.0,529000.0
Carrum,u,3.0,1.0,179.0,590000.0
Carrum,u,3.0,2.0,216.0,687500.0
Carrum Downs,h,2.0,2.0,339.0,403500.0
Carrum Downs,h,3.0,1.0,474.0,532000.0
Carrum Downs,h,3.0,1.0,528.0,480000.0
Carrum Downs,h,3.0,1.0,646.0,546000.0
Carrum Downs,h,3.0,1.0,787.0,561000.0
Carrum Downs,h,3.0,2.0,509.0,500000.0
Carrum Downs,h,3.0,2.0,673.0,578000.0
Carrum Downs,h,3.0,2.0,779.0,552500.0
Carrum Downs,h,3.0,2.0,804.0,615000.0
Carrum Downs,h,4.0,2.0,549.0,609000.0
Carrum Downs,h,4.0,2.0,550.0,525000.0
Carrum Downs,h,4.0,2.0,688.0,647000.0
Caulfield,h,2.0,1.0,261.0,1070000.0
Caulfield,h,2.0,1.0,275.0,1090000.0
Caulfield,h,4.0,1.0,499.0,131000.0
Caulfield,h,5.0,2.0,593.0,1665000.0
Caulfield,t,4.0,3.0,812.0,1600000.0
Caulfield,u,1.0,1.0,820.0,323000.0
Caulfield,u,2.0,1.0,0.0,628750.0
Caulfield,u,2.0,1.0,601.0,570000.0
Caulfield,u,2.0,1.0,806.0,550000.0
Caulfield,u,2.0,2.0,0.0,644000.0
Caulfield East,h,2.0,1.0,0.0,620000.0
Caulfield East,h,2.0,1.0,472.0,1000000.0
Caulfield East,h,3.0,1.0,658.0,1380000.0
Caulfield East,h,4.0,2.0,642.0,1550000.0
Caulfield East,h,4.0,2.0,664.0,1609000.0
Caulfield East,h,5.0,2.0,521.0,1335000.0
Caulfield East,h,20.0,1.0,875.0,1650000.0
Caulfield East,u,2.0,0.0,0.0,350000.0
Caulfield East,u,2.0,1.0,1961.0,300000.0
Caulfield North,h,2.0,1.0,307.0,1417500.0
Caulfield North,h,3.0,1.0,270.0,1400000.0
Caulfield North,h,3.0,1.0,513.0,1365000.0
Caulfield North,h,3.0,2.0,339.0,1870000.0
Caulfield North,h,3.0,2.0,426.0,1520000.0
Caulfield North,h,3.0,2.0,692.0,1750000.0
Caulfield North,h,4.0,1.0,443.0,1300000.0
Caulfield North,h,4.0,2.0,361.0,2005000.0
Caulfield North,h,4.0,2.0,494.0,1925000.0
Caulfield North,h,4.0,2.0,644.0,1700000.0
Caulfield North,h,4.0,2.0,723.0,2830000.0
Caulfield North,h,4.0,2.0,810.0,2170000.0
Caulfield North,h,4.0,2.0,836.0,2625000.0
Caulfield North,u,1.0,1.0,0.0,350000.0
Caulfield North,u,1.0,1.0,60.0,361000.0
Caulfield North,u,1.0,1.0,750.0,305000.0
Caulfield North,u,1.0,1.0,952.0,290000.0
Caulfield North,u,2.0,1.0,0.0,570000.0
Caulfield North,u,2.0,1.0,771.0,536000.0
Caulfield North,u,2.0,1.0,816.0,610000.0
Caulfield North,u,2.0,1.0,934.0,580000.0
Caulfield North,u,2.0,1.0,1092.0,450000.0
Caulfield North,u,2.0,2.0,0.0,732250.0
Caulfield North,u,2.0,2.0,934.0,622000.0
Caulfield South,h,2.0,1.0,0.0,1012000.0
Caulfield South,h,2.0,1.0,273.0,1065000.0
Caulfield South,h,2.0,1.0,284.0,1225000.0
Caulfield South,h,2.0,1.0,294.0,960000.0
Caulfield South,h,2.0,1.0,311.0,997000.0
Caulfield South,h,2.0,1.0,367.0,825000.0
Caulfield South,h,2.0,1.0,402.0,1115000.0
Caulfield South,h,2.0,1.0,505.0,1340000.0
Caulfield South,h,2.0,1.0,534.0,1104000.0
Caulfield South,h,2.0,2.0,255.0,1001000.0
Caulfield South,h,2.0,2.0,478.0,1450000.0
Caulfield South,h,3.0,1.0,312.0,1330000.0
Caulfield South,h,3.0,1.0,339.0,1314000.0
Caulfield South,h,3.0,1.0,359.0,1170000.0
Caulfield South,h,3.0,1.0,451.0,1460000.0
Caulfield South,h,3.0,1.0,520.0,1570000.0
Caulfield South,h,3.0,1.0,699.0,1303500.0
Caulfield South,h,3.0,2.0,296.0,1470000.0
Caulfield South,h,3.0,2.0,305.0,1350000.0
Caulfield South,h,3.0,2.0,357.0,1577500.0
Caulfield South,h,3.0,2.0,358.0,1160500.0
Caulfield South,h,3.0,2.0,494.0,1200000.0
Caulfield South,h,3.0,2.0,641.0,1570000.0
Caulfield South,h,4.0,1.0,584.0,1550000.0
Caulfield South,h,4.0,2.0,464.0,1262000.0
Caulfield South,h,4.0,2.0,575.0,1774500.0
Caulfield South,h,4.0,2.0,627.0,1700000.0
Caulfield South,h,4.0,2.0,630.0,1916000.0
Caulfield South,h,5.0,3.0,708.0,1960000.0
Caulfield South,h,5.0,4.0,554.0,2450000.0
Caulfield South,t,3.0,2.0,0.0,1237000.0
Caulfield South,t,3.0,2.0,265.0,1000000.0
Caulfield South,t,4.0,2.0,216.0,1030000.0
Caulfield South,t,4.0,2.0,342.0,1410000.0
Caulfield South,u,1.0,1.0,0.0,282750.0
Caulfield South,u,1.0,1.0,811.0,295000.0
Caulfield South,u,2.0,1.0,0.0,630000.0
Caulfield South,u,2.0,1.0,90.0,500000.0
Caulfield South,u,2.0,1.0,100.0,650000.0
Caulfield South,u,2.0,1.0,831.0,525500.0
Caulfield South,u,2.0,1.0,919.0,790000.0
Caulfield South,u,2.0,2.0,225.0,1091500.0
Caulfield South,u,3.0,1.0,88.0,599000.0
Caulfield South,u,3.0,2.0,299.0,1110000.0
Chadstone,h,2.0,1.0,218.0,674000.0
Chadstone,h,2.0,1.0,585.0,1002000.0
Chadstone,h,2.0,1.0,842.0,705000.0
Chadstone,h,2.0,1.0,897.0,510000.0
Chadstone,h,3.0,1.0,280.0,740000.0
Chadstone,h,3.0,1.0,586.0,992000.0
Chadstone,h,3.0,1.0,588.0,1080000.0
Chadstone,h,3.0,1.0,606.0,1000000.0
Chadstone,h,3.0,1.0,620.0,1301000.0
Chadstone,h,3.0,1.0,630.0,1000000.0
Chadstone,h,3.0,1.0,705.0,1460000.0
Chadstone,h,3.0,2.0,160.0,650000.0
Chadstone,h,3.0,2.0,1033.0,1415500.0
Chadstone,h,3.0,2.0,6000.0,990000.0
Chadstone,h,4.0,2.0,402.0,995000.0
Chadstone,h,4.0,2.0,500.0,1260000.0
Chadstone,h,4.0,2.0,515.0,920000.0
Chadstone,h,4.0,2.0,600.0,1507000.0
Chadstone,h,4.0,3.0,288.0,890000.0
Chadstone,h,5.0,2.0,627.0,1310000.0
Chadstone,t,3.0,1.0,418.0,905000.0
Chadstone,t,3.0,2.0,0.0,930000.0
Chadstone,t,3.0,2.0,177.0,845000.0
Chadstone,t,3.0,2.0,182.0,752000.0
Chadstone,t,3.0,2.0,188.0,881000.0
Chadstone,t,3.0,2.0,213.0,820000.0
Chadstone,t,3.0,2.0,277.0,865000.0
Chadstone,t,3.0,3.0,209.0,977500.0
Chadstone,t,4.0,3.0,209.0,1042500.0
Chadstone,t,4.0,3.0,273.0,965000.0
Chadstone,t,5.0,2.0,276.0,1050000.0
Chadstone,u,2.0,2.0,224.0,700000.0
Chadstone,u,3.0,2.0,235.0,701000.0
Chadstone,u,3.0,2.0,286.0,988000.0
Chadstone,u,3.0,2.0,382.0,960000.0
Chelsea,h,3.0,1.0,463.0,750000.0
Chelsea,h,3.0,1.0,534.0,875000.0
Chelsea,h,3.0,2.0,534.0,840000.0
Chelsea,u,2.0,1.0,278.0,639000.0
Chelsea,u,2.0,1.0,506.0,525000.0
Chelsea Heights,h,3.0,1.0,534.0,725000.0
Chelsea Heights,h,3.0,1.0,650.0,710000.0
Chelsea Heights,h,4.0,2.0,536.0,732000.0
Chelsea Heights,h,5.0,5.0,570.0,835500.0
Cheltenham,h,3.0,1.0,350.0,755000.0
Cheltenham,h,3.0,1.0,366.0,800000.0
Cheltenham,h,3.0,1.0,532.0,1010000.0
Cheltenham,h,3.0,1.0,533.0,877000.0
Cheltenham,h,3.0,1.0,537.0,900000.0
Cheltenham,h,3.0,1.0,539.0,1050000.0
Cheltenham,h,3.0,1.0,541.0,910000.0
Cheltenham,h,3.0,1.0,566.0,1015000.0
Cheltenham,h,3.0,1.0,570.0,948000.0
Cheltenham,h,3.0,1.0,584.0,1187500.0
Cheltenham,h,3.0,1.0,590.0,1051000.0
Cheltenham,h,3.0,1.0,605.0,1240000.0
Cheltenham,h,3.0,1.0,610.0,1116000.0
Cheltenham,h,3.0,1.0,627.0,1170000.0
Cheltenham,h,3.0,2.0,534.0,1160000.0
Cheltenham,h,3.0,2.0,552.0,1199000.0
Cheltenham,h,3.0,2.0,595.0,975000.0
Cheltenham,h,3.0,2.0,603.0,1100000.0
Cheltenham,h,3.0,2.0,637.0,1095000.0
Cheltenham,h,3.0,2.0,638.0,1201000.0
Cheltenham,h,3.0,2.0,656.0,1275000.0
Cheltenham,h,3.0,2.0,657.0,1295000.0
Cheltenham,h,4.0,2.0,530.0,920000.0
Cheltenham,h,4.0,2.0,536.0,1138000.0
Cheltenham,h,4.0,2.0,582.0,1200000.0
Cheltenham,h,4.0,2.0,585.0,1160000.0
Cheltenham,h,4.0,2.0,594.0,1165000.0
Cheltenham,h,4.0,2.0,679.0,1200000.0
Cheltenham,h,4.0,2.0,712.0,1255000.0
Cheltenham,h,4.0,2.0,721.0,1740000.0
Cheltenham,h,4.0,2.0,724.0,1500000.0
Cheltenham,h,4.0,2.0,806.0,1120000.0
Cheltenham,h,5.0,2.0,570.0,1140000.0
Cheltenham,h,5.0,2.0,1006.0,1300000.0
Cheltenham,t,2.0,1.0,171.0,751000.0
Cheltenham,t,2.0,1.0,359.0,745000.0
Cheltenham,t,2.0,2.0,836.0,955000.0
Cheltenham,t,3.0,2.0,138.0,795000.0
Cheltenham,t,3.0,2.0,305.0,861000.0
Cheltenham,t,3.0,3.0,160.0,950000.0
Cheltenham,u,2.0,1.0,0.0,637500.0
Cheltenham,u,2.0,1.0,182.0,560000.0
Cheltenham,u,2.0,1.0,215.0,535000.0
Cheltenham,u,2.0,1.0,1078.0,601000.0
Chirnside Park,h,3.0,2.0,945.0,640000.0
Chirnside Park,h,4.0,2.0,734.0,911982.0
Clarinda,h,3.0,1.0,532.0,790000.0
Clarinda,h,4.0,2.0,625.0,1241000.0
Clarinda,h,5.0,2.0,402.0,883300.0
Clarinda,h,5.0,3.0,537.0,976000.0
Clayton,h,3.0,1.0,270.0,729500.0
Clayton,h,3.0,1.0,615.0,1018000.0
Clayton,h,3.0,1.0,725.0,1300000.0
Clayton,h,3.0,1.0,734.0,1950000.0
Clayton,h,3.0,1.0,816.0,1462000.0
Clayton,h,3.0,1.0,1040.0,2950000.0
Clayton,h,4.0,1.0,711.0,1250000.0
Clayton,h,4.0,2.0,735.0,1040000.0
Clayton,h,5.0,2.0,590.0,1115000.0
Clayton,h,6.0,3.0,726.0,1361000.0
Clayton,u,3.0,1.0,259.0,696000.0
Clayton,u,3.0,1.0,340.0,810000.0
Clayton,u,3.0,2.0,318.0,780000.0
Clayton South,h,3.0,1.0,539.0,805000.0
Clayton South,h,3.0,1.0,591.0,850000.0
Clayton South,h,3.0,1.0,602.0,800000.0
Clayton South,h,3.0,1.0,613.0,850000.0
Clayton South,h,3.0,1.0,674.0,985000.0
Clayton South,h,3.0,1.0,1226.0,1250500.0
Clayton South,h,3.0,2.0,180.0,745000.0
Clayton South,h,3.0,2.0,535.0,950000.0
Clayton South,h,4.0,2.0,724.0,962000.0
Clayton South,u,2.0,1.0,914.0,575000.0
Clayton South,u,3.0,2.0,363.0,700000.0
Clifton Hill,h,2.0,1.0,100.0,880000.0
Clifton Hill,h,2.0,1.0,103.0,730000.0
Clifton Hill,h,2.0,1.0,118.0,1650000.0
Clifton Hill,h,2.0,1.0,140.0,1209000.0
Clifton Hill,h,2.0,1.0,146.0,1310000.0
Clifton Hill,h,2.0,1.0,151.0,1430000.0
Clifton Hill,h,2.0,1.0,155.0,780000.0
Clifton Hill,h,2.0,1.0,156.0,1450000.0
Clifton Hill,h,2.0,1.0,158.0,1250000.0
Clifton Hill,h,2.0,1.0,163.0,973000.0
Clifton Hill,h,2.0,1.0,164.0,1290000.0
Clifton Hill,h,2.0,1.0,168.0,1250000.0
Clifton Hill,h,2.0,1.0,170.0,856000.0
Clifton Hill,h,2.0,1.0,174.0,1075000.0
Clifton Hill,h,2.0,1.0,180.0,1420000.0
Clifton Hill,h,2.0,1.0,185.0,1105000.0
Clifton Hill,h,2.0,1.0,189.0,980000.0
Clifton Hill,h,2.0,1.0,191.0,1320000.0
Clifton Hill,h,2.0,1.0,193.0,1000000.0
Clifton Hill,h,2.0,1.0,194.0,700000.0
Clifton Hill,h,2.0,1.0,197.0,1417000.0
Clifton Hill,h,2.0,1.0,219.0,1405000.0
Clifton Hill,h,2.0,1.0,239.0,1435000.0
Clifton Hill,h,2.0,1.0,251.0,1620000.0
Clifton Hill,h,2.0,2.0,533.0,700000.0
Clifton Hill,h,3.0,1.0,118.0,1360000.0
Clifton Hill,h,3.0,1.0,169.0,1150000.0
Clifton Hill,h,3.0,1.0,192.0,1460000.0
Clifton Hill,h,3.0,1.0,193.0,1060000.0
Clifton Hill,h,3.0,1.0,230.0,1500000.0
Clifton Hill,h,3.0,1.0,276.0,1652500.0
Clifton Hill,h,3.0,1.0,290.0,1660000.0
Clifton Hill,h,3.0,2.0,0.0,1226000.0
Clifton Hill,h,3.0,2.0,123.0,1436000.0
Clifton Hill,h,3.0,2.0,176.0,1370000.0
Clifton Hill,h,3.0,2.0,187.0,1270000.0
Clifton Hill,h,3.0,2.0,201.0,1680000.0
Clifton Hill,h,3.0,3.0,142.0,1180000.0
Clifton Hill,h,4.0,1.0,306.0,1825000.0
Clifton Hill,h,4.0,2.0,162.0,1506000.0
Clifton Hill,h,4.0,2.0,191.0,1662500.0
Clifton Hill,h,4.0,3.0,193.0,1010000.0
Clifton Hill,h,4.0,3.0,382.0,3010000.0
Clifton Hill,t,2.0,1.0,0.0,640000.0
Clifton Hill,t,3.0,2.0,124.0,930000.0
Clifton Hill,t,3.0,3.0,67.0,825000.0
Clifton Hill,u,1.0,1.0,0.0,395000.0
Clifton Hill,u,2.0,1.0,0.0,556000.0
Clifton Hill,u,2.0,1.0,36.0,712000.0
Clifton Hill,u,2.0,1.0,72.0,641000.0
Clifton Hill,u,2.0,1.0,515.0,495000.0
Clifton Hill,u,2.0,2.0,0.0,885500.0
Clifton Hill,u,2.0,2.0,533.0,640000.0
Clifton Hill,u,3.0,2.0,538.0,1030000.0
Coburg,h,1.0,1.0,108.0,482500.0
Coburg,h,1.0,2.0,807.0,1007000.0
Coburg,h,2.0,1.0,0.0,605000.0
Coburg,h,2.0,1.0,113.0,500000.0
Coburg,h,2.0,1.0,149.0,650000.0
Coburg,h,2.0,1.0,157.0,920000.0
Coburg,h,2.0,1.0,167.0,642000.0
Coburg,h,2.0,1.0,170.0,953000.0
Coburg,h,2.0,1.0,208.0,867000.0
Coburg,h,2.0,1.0,253.0,903000.0
Coburg,h,2.0,1.0,263.0,981000.0
Coburg,h,2.0,1.0,275.0,930000.0
Coburg,h,2.0,1.0,280.0,735000.0
Coburg,h,2.0,1.0,286.0,784000.0
Coburg,h,2.0,1.0,314.0,775000.0
Coburg,h,2.0,1.0,350.0,900000.0
Coburg,h,2.0,1.0,370.0,810000.0
Coburg,h,2.0,1.0,371.0,850000.0
Coburg,h,2.0,1.0,374.0,825000.0
Coburg,h,2.0,1.0,378.0,760000.0
Coburg,h,2.0,1.0,381.0,700000.0
Coburg,h,2.0,1.0,398.0,960000.0
Coburg,h,2.0,1.0,413.0,941000.0
Coburg,h,2.0,1.0,457.0,1008000.0
Coburg,h,2.0,1.0,462.0,680000.0
Coburg,h,2.0,1.0,476.0,996000.0
Coburg,h,2.0,1.0,483.0,860000.0
Coburg,h,2.0,1.0,500.0,472000.0
Coburg,h,2.0,1.0,520.0,1130000.0
Coburg,h,2.0,1.0,537.0,1194500.0
Coburg,h,2.0,1.0,545.0,901000.0
Coburg,h,2.0,1.0,597.0,820000.0
Coburg,h,2.0,1.0,702.0,645000.0
Coburg,h,2.0,2.0,339.0,635000.0
Coburg,h,3.0,1.0,138.0,700000.0
Coburg,h,3.0,1.0,142.0,675000.0
Coburg,h,3.0,1.0,160.0,710000.0
Coburg,h,3.0,1.0,169.0,967000.0
Coburg,h,3.0,1.0,206.0,1130000.0
Coburg,h,3.0,1.0,221.0,845000.0
Coburg,h,3.0,1.0,227.0,900000.0
Coburg,h,3.0,1.0,233.0,1370000.0
Coburg,h,3.0,1.0,238.0,725000.0
Coburg,h,3.0,1.0,255.0,885000.0
Coburg,h,3.0,1.0,283.0,860000.0
Coburg,h,3.0,1.0,309.0,985000.0
Coburg,h,3.0,1.0,336.0,1025000.0
Coburg,h,3.0,1.0,370.0,812000.0
Coburg,h,3.0,1.0,371.0,830000.0
Coburg,h,3.0,1.0,372.0,947000.0
Coburg,h,3.0,1.0,378.0,766000.0
Coburg,h,3.0,1.0,379.0,1045000.0
Coburg,h,3.0,1.0,385.0,838000.0
Coburg,h,3.0,1.0,386.0,935500.0
Coburg,h,3.0,1.0,391.0,985000.0
Coburg,h,3.0,1.0,392.0,1070000.0
Coburg,h,3.0,1.0,399.0,790000.0
Coburg,h,3.0,1.0,404.0,1030000.0
Coburg,h,3.0,1.0,412.0,931000.0
Coburg,h,3.0,1.0,414.0,990000.0
Coburg,h,3.0,1.0,415.0,995000.0
Coburg,h,3.0,1.0,431.0,1000000.0
Coburg,h,3.0,1.0,459.0,835000.0
Coburg,h,3.0,1.0,460.0,1210000.0
Coburg,h,3.0,1.0,464.0,1090000.0
Coburg,h,3.0,1.0,480.0,1048750.0
Coburg,h,3.0,1.0,490.0,862500.0
Coburg,h,3.0,1.0,491.0,960000.0
Coburg,h,3.0,1.0,512.0,1077000.0
Coburg,h,3.0,1.0,524.0,1326000.0
Coburg,h,3.0,1.0,527.0,1061000.0
Coburg,h,3.0,1.0,532.0,1100000.0
Coburg,h,3.0,1.0,536.0,145000.0
Coburg,h,3.0,1.0,563.0,1370000.0
Coburg,h,3.0,1.0,576.0,1100000.0
Coburg,h,3.0,1.0,577.0,825000.0
Coburg,h,3.0,1.0,579.0,1285000.0
Coburg,h,3.0,1.0,702.0,680000.0
Coburg,h,3.0,1.0,735.0,1130000.0
Coburg,h,3.0,2.0,107.0,763000.0
Coburg,h,3.0,2.0,190.0,890000.0
Coburg,h,3.0,2.0,229.0,880000.0
Coburg,h,3.0,2.0,278.0,1010000.0
Coburg,h,3.0,2.0,293.0,1120000.0
Coburg,h,3.0,2.0,312.0,650000.0
Coburg,h,3.0,2.0,341.0,1020000.0
Coburg,h,3.0,2.0,342.0,951000.0
Coburg,h,3.0,2.0,370.0,1000000.0
Coburg,h,3.0,2.0,394.0,1331000.0
Coburg,h,3.0,2.0,405.0,1278000.0
Coburg,h,3.0,2.0,407.0,1260000.0
Coburg,h,3.0,2.0,417.0,1064000.0
Coburg,h,3.0,2.0,423.0,1202000.0
Coburg,h,3.0,2.0,435.0,1286000.0
Coburg,h,3.0,2.0,439.0,905000.0
Coburg,h,3.0,2.0,482.0,1742000.0
Coburg,h,3.0,2.0,500.0,1250000.0
Coburg,h,3.0,2.0,512.0,1090000.0
Coburg,h,3.0,2.0,559.0,830000.0
Coburg,h,3.0,2.0,588.0,1180000.0
Coburg,h,3.0,2.0,737.0,1600000.0
Coburg,h,4.0,1.0,370.0,1155000.0
Coburg,h,4.0,1.0,408.0,770000.0
Coburg,h,4.0,1.0,452.0,972500.0
Coburg,h,4.0,1.0,488.0,990000.0
Coburg,h,4.0,1.0,531.0,1075000.0
Coburg,h,4.0,1.0,560.0,1055000.0
Coburg,h,4.0,1.0,576.0,838000.0
Coburg,h,4.0,1.0,596.0,1221000.0
Coburg,h,4.0,1.0,613.0,1250000.0
Coburg,h,4.0,1.0,633.0,1150000.0
Coburg,h,4.0,1.0,856.0,1400000.0
Coburg,h,4.0,2.0,43.0,1150000.0
Coburg,h,4.0,2.0,172.0,1005000.0
Coburg,h,4.0,2.0,295.0,955000.0
Coburg,h,4.0,2.0,301.0,975000.0
Coburg,h,4.0,2.0,307.0,975000.0
Coburg,h,4.0,2.0,343.0,1000000.0
Coburg,h,4.0,2.0,371.0,1160000.0
Coburg,h,4.0,2.0,381.0,1000000.0
Coburg,h,4.0,2.0,398.0,901000.0
Coburg,h,4.0,2.0,426.0,1400000.0
Coburg,h,4.0,2.0,430.0,1085000.0
Coburg,h,4.0,2.0,441.0,1020000.0
Coburg,h,4.0,2.0,453.0,1500000.0
Coburg,h,4.0,2.0,463.0,922000.0
Coburg,h,4.0,2.0,480.0,1145000.0
Coburg,h,4.0,2.0,494.0,1131000.0
Coburg,h,4.0,2.0,571.0,1461000.0
Coburg,h,4.0,2.0,604.0,1525000.0
Coburg,h,4.0,3.0,420.0,1136000.0
Coburg,h,4.0,3.0,515.0,1250000.0
Coburg,h,5.0,2.0,381.0,1020000.0
Coburg,h,5.0,2.0,630.0,1615000.0
Coburg,h,5.0,3.0,390.0,1335000.0
Coburg,h,5.0,3.0,635.0,1790000.0
Coburg,h,5.0,3.0,900.0,1500000.0
Coburg,h,6.0,2.0,1060.0,1900000.0
Coburg,h,6.0,3.0,768.0,1455000.0
Coburg,t,2.0,1.0,0.0,675500.0
Coburg,t,2.0,1.0,97.0,635000.0
Coburg,t,2.0,1.0,108.0,598000.0
Coburg,t,2.0,1.0,138.0,657000.0
Coburg,t,2.0,1.0,600.0,770000.0
Coburg,t,2.0,2.0,0.0,807000.0
Coburg,t,2.0,2.0,76.0,599000.0
Coburg,t,2.0,2.0,114.0,610000.0
Coburg,t,2.0,2.0,134.0,876000.0
Coburg,t,2.0,2.0,1965.0,631000.0
Coburg,t,3.0,1.0,64.0,690000.0
Coburg,t,3.0,1.0,102.0,600000.0
Coburg,t,3.0,1.0,116.0,687000.0
Coburg,t,3.0,1.0,119.0,640000.0
